Neuron 1,Neuron 2,Type,Nbr
AWCL,ASEL,Rp,4.0
AWCL,ASEL,Sp,1.0
AWCR,ASEL,Rp,1.0
AWCR,ASEL,Sp,1.0
RIAR,ASEL,R,1.0
ADLL,ASER,S,1.0
ADLL,ASER,Sp,2.0
ADLR,ASER,S,1.0
AFDL,ASER,R,1.0
AFDL,ASER,Rp,1.0
AFDR,ASER,Rp,2.0
AFDR,ASER,Sp,1.0
AIAL,ASER,R,1.0
AIAL,ASER,Rp,1.0
AIAL,ASER,S,1.0
AIAL,ASER,Sp,2.0
AIAR,ASER,R,1.0
AIAR,ASER,Rp,2.0
AIAR,ASER,Sp,1.0
AIBL,ASER,Rp,2.0
AIBL,ASER,Sp,1.0
AIBR,ASER,R,1.0
AIBR,ASER,Rp,9.0
AINR,ASER,S,1.0
AINR,ASER,Sp,1.0
AIYL,ASER,R,2.0
AIYL,ASER,Rp,2.0
AIYR,ASER,R,4.0
AIYR,ASER,Rp,10.0
ASIL,ASER,S,1.0
AWAR,ASER,Rp,1.0
AWAR,ASER,Sp,2.0
AWCL,ASER,Rp,1.0
AWCR,ASER,Rp,1.0
PVQR,ASER,Sp,1.0
AIAL,ASGL,R,6.0
AIAL,ASGL,Rp,3.0
AIAL,ASGL,Sp,1.0
AIBL,ASGL,Rp,3.0
AIML,ASGL,Sp,2.0
AINR,ASGL,Rp,1.0
AINR,ASGL,EJ,1.0
AIZL,ASGL,EJ,1.0
ASKL,ASGL,Rp,1.0
AWAL,ASGL,Sp,1.0
AIAR,ASGR,R,8.0
AIAR,ASGR,Rp,2.0
AIAR,ASGR,S,1.0
AIAR,ASGR,Sp,1.0
AIBR,ASGR,Rp,2.0
AIMR,ASGR,Sp,2.0
AINL,ASGR,S,1.0
AIYR,ASGR,R,1.0
AINL,ASGR,EJ,1.0
AIZR,ASGR,EJ,1.0
AWBR,ASGR,S,1.0
AWCR,ASGR,Sp,1.0
CEPVR,ASGR,Sp,1.0
ADAL,ASHL,Rp,1.0
ADFL,ASHL,Rp,3.0
ADLL,ASHL,Sp,2.0
AIAL,ASHL,R,5.0
AIAL,ASHL,Rp,2.0
AIAL,ASHL,Sp,1.0
AIBL,ASHL,R,2.0
AIBL,ASHL,Rp,3.0
ADAL,ASHL,EJ,1.0
AIZL,ASHL,EJ,1.0
ASHR,ASHL,EJ,1.0
RICL,ASHL,EJ,2.0
RMGL,ASHL,EJ,1.0
ASKL,ASHL,Rp,1.0
AVAL,ASHL,Rp,2.0
AVBL,ASHL,Rp,6.0
AVDL,ASHL,Rp,2.0
AVDR,ASHL,R,2.0
AVDR,ASHL,Rp,2.0
HSNL,ASHL,Sp,1.0
HSNR,ASHL,Sp,2.0
RIAL,ASHL,Rp,4.0
RIML,ASHL,Rp,1.0
RIPL,ASHL,Rp,1.0
RMGL,ASHL,Sp,1.0
URXL,ASHL,Sp,1.0
ADAR,ASHR,Rp,2.0
ADFR,ASHR,Rp,2.0
ADFR,ASHR,Sp,1.0
ADLR,ASHR,S,1.0
ADLR,ASHR,Sp,2.0
AIAR,ASHR,R,6.0
AIAR,ASHR,Rp,4.0
AIBR,ASHR,R,1.0
AIBR,ASHR,Rp,2.0
ADAR,ASHR,EJ,1.0
AIZR,ASHR,EJ,1.0
ASHL,ASHR,EJ,1.0
ASKR,ASHR,EJ,1.0
RICR,ASHR,EJ,2.0
RMGR,ASHR,EJ,1.0
ASIR,ASHR,S,1.0
AVAR,ASHR,R,1.0
AVAR,ASHR,Rp,4.0
AVBR,ASHR,Rp,3.0
AVDL,ASHR,R,1.0
AVDL,ASHR,Rp,4.0
AVDR,ASHR,Rp,1.0
AVER,ASHR,Rp,3.0
AWBR,ASHR,Sp,2.0
HSNL,ASHR,Sp,2.0
HSNR,ASHR,Rp,1.0
PVPR,ASHR,Rp,1.0
PVPR,ASHR,Sp,1.0
RIAR,ASHR,Rp,2.0
RIFR,ASHR,Sp,2.0
RMGR,ASHR,Rp,2.0
RMGR,ASHR,Sp,1.0
AIBL,ASIL,R,1.0
AIYL,ASIL,Rp,2.0
AIZL,ASIL,Rp,1.0
ASER,ASIL,R,1.0
AIAL,ASIL,EJ,2.0
ASIR,ASIL,EJ,1.0
ASKL,ASIL,R,2.0
AWCL,ASIL,R,1.0
AWCL,ASIL,Rp,1.0
AWCR,ASIL,R,1.0
AWCR,ASIL,Rp,1.0
RIBL,ASIL,Rp,1.0
AIAL,ASIR,Rp,1.0
AIAR,ASIR,R,1.0
AIAR,ASIR,Rp,2.0
AIBR,ASIR,Rp,1.0
ASEL,ASIR,R,2.0
ASHR,ASIR,R,1.0
AIAR,ASIR,EJ,2.0
ASIL,ASIR,EJ,1.0
AWCL,ASIR,Rp,1.0
AWCR,ASIR,R,1.0
AWCR,ASIR,Rp,1.0
ASJR,ASJL,EJ,1.0
ASKL,ASJL,Rp,4.0
AVFR,ASJL,Sp,1.0
HSNL,ASJL,Rp,1.0
HSNR,ASJL,Rp,1.0
PVQL,ASJL,R,8.0
PVQL,ASJL,Rp,6.0
PVQL,ASJL,Sp,1.0
AIMR,ASJR,Sp,2.0
ASJL,ASJR,EJ,1.0
ASKR,ASJR,R,1.0
ASKR,ASJR,Rp,3.0
HSNL,ASJR,S,1.0
HSNR,ASJR,Rp,1.0
PVQR,ASJR,R,9.0
PVQR,ASJR,Rp,4.0
AIAL,ASKL,R,7.0
AIAL,ASKL,Rp,4.0
AIAL,ASKL,S,2.0
AIAL,ASKL,Sp,1.0
AIBL,ASKL,Rp,2.0
AIML,ASKL,Rp,2.0
AIML,ASKL,Sp,2.0
ASGL,ASKL,Sp,1.0
ASHL,ASKL,Sp,1.0
ASIL,ASKL,S,2.0
ASJL,ASKL,Sp,4.0
ASKR,ASKL,EJ,1.0
PVQL,ASKL,EJ,5.0
RMGL,ASKL,EJ,1.0
AVFR,ASKL,Sp,1.0
HSNL,ASKL,Sp,1.0
PVQL,ASKL,Sp,4.0
AIAR,ASKR,R,8.0
AIAR,ASKR,Rp,3.0
AIMR,ASKR,Rp,1.0
AIMR,ASKR,Sp,3.0
ASJR,ASKR,S,1.0
ASJR,ASKR,Sp,3.0
ASHR,ASKR,EJ,1.0
ASKL,ASKR,EJ,1.0
PVQR,ASKR,EJ,4.0
RMGR,ASKR,EJ,1.0
AWAR,ASKR,Rp,1.0
CEPVR,ASKR,Rp,1.0
PVQR,ASKR,Sp,4.0
RIFR,ASKR,Rp,1.0
ADFL,AUAL,S,1.0
ADFL,AUAL,Sp,4.0
AINR,AUAL,EJ,1.0
AUAR,AUAL,EJ,1.0
AWBL,AUAL,EJ,1.0
AVAL,AUAL,R,1.0
AVAL,AUAL,Rp,2.0
AVDR,AUAL,Rp,1.0
AVEL,AUAL,Rp,3.0
DVA,AUAL,Sp,1.0
IL2DL,AUAL,S,1.0
RIAL,AUAL,Rp,5.0
RIBL,AUAL,R,2.0
RIBL,AUAL,Rp,7.0
RIBL,AUAL,Sp,1.0
RIR,AUAL,Sp,1.0
URXL,AUAL,S,1.0
URXL,AUAL,Sp,4.0
ADFR,AUAR,Sp,4.0
AINL,AUAR,Sp,1.0
AINR,AUAR,Sp,1.0
AIYR,AUAR,Rp,1.0
AINL,AUAR,EJ,1.0
AUAL,AUAR,EJ,1.0
AWBR,AUAR,EJ,1.0
AVAR,AUAR,R,1.0
AVER,AUAR,R,1.0
AVER,AUAR,Rp,3.0
AWAR,AUAR,S,1.0
DVA,AUAR,Sp,1.0
RIAR,AUAR,R,1.0
RIAR,AUAR,Rp,5.0
RIBR,AUAR,R,4.0
RIBR,AUAR,Rp,9.0
RIH,AUAR,Sp,1.0
URXR,AUAR,R,1.0
URXR,AUAR,S,1.0
URXR,AUAR,Sp,3.0
ADAR,AVAL,Sp,1.0
ADEL,AVAL,Sp,2.0
ADER,AVAL,S,1.0
ADER,AVAL,Sp,4.0
ADLL,AVAL,Sp,2.0
AIBL,AVAL,Sp,2.0
ALA,AVAL,Sp,1.0
AQR,AVAL,S,1.0
AQR,AVAL,Sp,1.0
AS02,AVAL,Rp,1.0
AS03,AVAL,Rp,1.0
AS04,AVAL,R,1.0
AS05,AVAL,Rp,3.0
AS07,AVAL,R,7.0
AS07,AVAL,Rp,1.0
AS08,AVAL,R,5.0
AS09,AVAL,R,8.0
AS10,AVAL,Rp,2.0
AS11,AVAL,Rp,4.0
ASHL,AVAL,Sp,2.0
AUAL,AVAL,S,1.0
AUAL,AVAL,Sp,2.0
AS01,AVAL,EJ,3.0
AS03,AVAL,EJ,2.0
AS05,AVAL,EJ,1.0
AS06,AVAL,EJ,1.0
AS07,AVAL,EJ,6.0
AS08,AVAL,EJ,4.0
AS09,AVAL,EJ,4.0
AS10,AVAL,EJ,1.0
AVAR,AVAL,EJ,5.0
AVJL,AVAL,EJ,2.0
DA01,AVAL,EJ,2.0
DA02,AVAL,EJ,2.0
DA04,AVAL,EJ,3.0
DA05,AVAL,EJ,1.0
DA06,AVAL,EJ,10.0
DA07,AVAL,EJ,2.0
DB06,AVAL,EJ,3.0
FLPL,AVAL,EJ,1.0
LUAL,AVAL,EJ,1.0
PVCL,AVAL,EJ,2.0
PVCR,AVAL,EJ,5.0
PVPL,AVAL,EJ,1.0
RIMR,AVAL,EJ,3.0
SABD,AVAL,EJ,4.0
SABVR,AVAL,EJ,1.0
SDQR,AVAL,EJ,1.0
URYDL,AVAL,EJ,1.0
URYVR,AVAL,EJ,1.0
VA01,AVAL,EJ,3.0
VA02,AVAL,EJ,4.0
VA03,AVAL,EJ,1.0
VA04,AVAL,EJ,1.0
VA05,AVAL,EJ,5.0
VA06,AVAL,EJ,6.0
VA07,AVAL,EJ,2.0
VA08,AVAL,EJ,10.0
VA09,AVAL,EJ,1.0
VA10,AVAL,EJ,1.0
VA11,AVAL,EJ,1.0
VB09,AVAL,EJ,5.0
AVAR,AVAL,Rp,2.0
AVAR,AVAL,Sp,1.0
AVBL,AVAL,S,6.0
AVBL,AVAL,Sp,1.0
AVBR,AVAL,Rp,1.0
AVBR,AVAL,S,5.0
AVBR,AVAL,Sp,1.0
AVDL,AVAL,R,1.0
AVDL,AVAL,S,1.0
AVDL,AVAL,Sp,12.0
AVDR,AVAL,S,3.0
AVDR,AVAL,Sp,13.0
AVEL,AVAL,S,2.0
AVEL,AVAL,Sp,10.0
AVER,AVAL,S,2.0
AVER,AVAL,Sp,5.0
AVHL,AVAL,Rp,1.0
AVJR,AVAL,Sp,1.0
AWCL,AVAL,Sp,1.0
BAGR,AVAL,S,1.0
BAGR,AVAL,Sp,1.0
BDUR,AVAL,Sp,3.0
DA01,AVAL,R,1.0
DA01,AVAL,Rp,1.0
DA02,AVAL,R,1.0
DA02,AVAL,Rp,1.0
DA03,AVAL,R,1.0
DA03,AVAL,Rp,5.0
DA04,AVAL,R,1.0
DA04,AVAL,Rp,6.0
DA05,AVAL,R,2.0
DA05,AVAL,Rp,5.0
DA06,AVAL,Rp,11.0
DA07,AVAL,Rp,2.0
DA08,AVAL,Rp,4.0
DA09,AVAL,R,2.0
DA09,AVAL,Rp,1.0
DB05,AVAL,R,1.0
DB05,AVAL,Rp,1.0
DB06,AVAL,Rp,1.0
DVA,AVAL,Sp,3.0
DVC,AVAL,Sp,5.0
FLPL,AVAL,S,4.0
FLPL,AVAL,Sp,10.0
FLPR,AVAL,S,2.0
FLPR,AVAL,Sp,10.0
LUAL,AVAL,Rp,1.0
LUAL,AVAL,Sp,5.0
LUAR,AVAL,Sp,3.0
PHBL,AVAL,Sp,9.0
PHBR,AVAL,Sp,7.0
PHCL,AVAL,Sp,1.0
PLMR,AVAL,S,1.0
PLMR,AVAL,Sp,3.0
PQR,AVAL,S,3.0
PQR,AVAL,Sp,5.0
PVCL,AVAL,R,3.0
PVCL,AVAL,Rp,7.0
PVCL,AVAL,S,1.0
PVCL,AVAL,Sp,1.0
PVCR,AVAL,R,2.0
PVCR,AVAL,Rp,4.0
PVCR,AVAL,S,2.0
PVCR,AVAL,Sp,5.0
PVDL,AVAL,Sp,6.0
PVDR,AVAL,Sp,6.0
PVNL,AVAL,Sp,2.0
PVNR,AVAL,S,2.0
PVNR,AVAL,Sp,2.0
PVPL,AVAL,S,1.0
PVPL,AVAL,Sp,1.0
PVPR,AVAL,Sp,1.0
RIBL,AVAL,S,1.0
RIBL,AVAL,Sp,1.0
RICL,AVAL,Sp,5.0
RICR,AVAL,Sp,5.0
RIML,AVAL,Sp,1.0
RIMR,AVAL,Sp,2.0
RMGL,AVAL,Sp,1.0
SAADL,AVAL,Sp,6.0
SAAVL,AVAL,S,1.0
SAAVL,AVAL,Sp,16.0
SDQL,AVAL,S,1.0
SDQL,AVAL,Sp,1.0
SDQR,AVAL,Sp,2.0
SMBDR,AVAL,Sp,1.0
URYVR,AVAL,Sp,1.0
VA02,AVAL,Rp,1.0
VA02,AVAL,S,1.0
VA03,AVAL,Rp,2.0
VA04,AVAL,Rp,2.0
VA05,AVAL,Rp,3.0
VA06,AVAL,Rp,4.0
VA08,AVAL,R,6.0
VA08,AVAL,Rp,3.0
VA09,AVAL,R,7.0
VA10,AVAL,Rp,5.0
VA11,AVAL,Rp,6.0
VA12,AVAL,Rp,2.0
VD06,AVAL,S,1.0
ADAL,AVAR,Sp,2.0
ADEL,AVAR,Sp,3.0
ADER,AVAR,Rp,1.0
ADER,AVAR,Sp,1.0
ADLL,AVAR,Sp,3.0
ADLR,AVAR,Sp,2.0
AIBR,AVAR,Sp,1.0
AQR,AVAR,S,1.0
AQR,AVAR,Sp,2.0
AS01,AVAR,Rp,1.0
AS02,AVAR,R,1.0
AS02,AVAR,Rp,1.0
AS03,AVAR,Rp,1.0
AS04,AVAR,Rp,1.0
AS05,AVAR,Rp,1.0
AS06,AVAR,Rp,2.0
AS07,AVAR,R,3.0
AS08,AVAR,R,5.0
AS08,AVAR,Rp,1.0
AS09,AVAR,R,3.0
AS09,AVAR,Rp,2.0
AS09,AVAR,S,1.0
AS10,AVAR,Rp,1.0
AS11,AVAR,Rp,6.0
ASHR,AVAR,S,1.0
ASHR,AVAR,Sp,4.0
AUAR,AVAR,S,1.0
AVAL,AVAR,Rp,1.0
AVAL,AVAR,Sp,2.0
AS01,AVAR,EJ,2.0
AS03,AVAR,EJ,1.0
AS05,AVAR,EJ,1.0
AS06,AVAR,EJ,1.0
AS07,AVAR,EJ,5.0
AS08,AVAR,EJ,3.0
AS09,AVAR,EJ,1.0
AS10,AVAR,EJ,1.0
AVAL,AVAR,EJ,5.0
DA01,AVAR,EJ,6.0
DA02,AVAR,EJ,2.0
DA03,AVAR,EJ,2.0
DA04,AVAR,EJ,2.0
DA05,AVAR,EJ,5.0
DA06,AVAR,EJ,2.0
DA08,AVAR,EJ,1.0
DB05,AVAR,EJ,2.0
PVCR,AVAR,EJ,3.0
RIML,AVAR,EJ,2.0
RIMR,AVAR,EJ,1.0
SABVL,AVAR,EJ,3.0
SABVR,AVAR,EJ,1.0
URYDR,AVAR,EJ,1.0
URYVL,AVAR,EJ,1.0
VA03,AVAR,EJ,2.0
VA04,AVAR,EJ,3.0
VA05,AVAR,EJ,3.0
VA06,AVAR,EJ,2.0
VA07,AVAR,EJ,4.0
VA08,AVAR,EJ,4.0
VA10,AVAR,EJ,1.0
VA11,AVAR,EJ,7.0
VA12,AVAR,EJ,1.0
VB09,AVAR,EJ,4.0
AVBL,AVAR,R,1.0
AVBL,AVAR,S,5.0
AVBL,AVAR,Sp,2.0
AVBR,AVAR,S,5.0
AVBR,AVAR,Sp,2.0
AVDL,AVAR,R,1.0
AVDL,AVAR,S,2.0
AVDL,AVAR,Sp,17.0
AVDR,AVAR,Rp,2.0
AVDR,AVAR,S,1.0
AVDR,AVAR,Sp,14.0
AVEL,AVAR,Rp,2.0
AVEL,AVAR,S,4.0
AVEL,AVAR,Sp,3.0
AVER,AVAR,Rp,2.0
AVER,AVAR,Sp,16.0
AVG,AVAR,S,1.0
AVG,AVAR,Sp,2.0
AVJL,AVAR,Sp,1.0
AVJR,AVAR,Sp,1.0
BAGL,AVAR,S,1.0
BAGL,AVAR,Sp,1.0
DA01,AVAR,R,1.0
DA01,AVAR,Rp,1.0
DA02,AVAR,Rp,2.0
DA03,AVAR,R,1.0
DA03,AVAR,Rp,2.0
DA04,AVAR,R,2.0
DA04,AVAR,Rp,4.0
DA05,AVAR,Rp,2.0
DA06,AVAR,R,2.0
DA06,AVAR,Rp,9.0
DA07,AVAR,Rp,3.0
DA08,AVAR,R,1.0
DA08,AVAR,Rp,7.0
DA09,AVAR,Rp,2.0
DB03,AVAR,Rp,1.0
DB05,AVAR,Rp,1.0
DB06,AVAR,R,2.0
DB06,AVAR,Rp,3.0
DVA,AVAR,Sp,1.0
DVC,AVAR,Sp,7.0
FLPL,AVAR,Sp,17.0
FLPR,AVAR,Sp,5.0
LUAL,AVAR,Rp,1.0
LUAL,AVAR,S,1.0
LUAL,AVAR,Sp,5.0
LUAR,AVAR,Rp,3.0
LUAR,AVAR,Sp,7.0
PDEL,AVAR,Rp,1.0
PDER,AVAR,Rp,1.0
PHBL,AVAR,Sp,6.0
PHBR,AVAR,Sp,7.0
PLMR,AVAR,Sp,1.0
PQR,AVAR,S,2.0
PQR,AVAR,Sp,9.0
PVCL,AVAR,R,2.0
PVCL,AVAR,Rp,5.0
PVCL,AVAR,Sp,4.0
PVCR,AVAR,Rp,5.0
PVCR,AVAR,Sp,7.0
PVDL,AVAR,Sp,6.0
PVDR,AVAR,Sp,9.0
PVPL,AVAR,S,1.0
PVPL,AVAR,Sp,1.0
PVPR,AVAR,Sp,2.0
PVWR,AVAR,Sp,1.0
RIBR,AVAR,S,2.0
RICL,AVAR,Sp,6.0
RICR,AVAR,Sp,5.0
RIGL,AVAR,Rp,1.0
RMGR,AVAR,Sp,1.0
SAADR,AVAR,Sp,3.0
SAAVR,AVAR,S,4.0
SAAVR,AVAR,Sp,9.0
SABD,AVAR,Rp,1.0
SABVL,AVAR,R,1.0
SABVL,AVAR,Rp,2.0
SDQL,AVAR,Sp,3.0
SMBDL,AVAR,Sp,1.0
VA02,AVAR,R,1.0
VA02,AVAR,Rp,1.0
VA03,AVAR,R,1.0
VA03,AVAR,Rp,4.0
VA04,AVAR,Rp,2.0
VA05,AVAR,Rp,1.0
VA06,AVAR,Rp,3.0
VA08,AVAR,R,9.0
VA08,AVAR,Rp,3.0
VA09,AVAR,R,4.0
VA09,AVAR,Rp,2.0
VA10,AVAR,Rp,4.0
VA11,AVAR,Rp,8.0
VD05,AVAR,S,1.0
VD11,AVAR,S,2.0
VD13,AVAR,Rp,2.0
VD13,AVAR,S,2.0
ADAL,AVBL,Sp,4.0
ADAR,AVBL,S,1.0
ADAR,AVBL,Sp,1.0
ADLL,AVBL,S,2.0
ADLL,AVBL,Sp,2.0
ADLR,AVBL,S,1.0
AIBL,AVBL,S,1.0
AIBL,AVBL,Sp,4.0
AQR,AVBL,S,1.0
AQR,AVBL,Sp,2.0
AS03,AVBL,R,1.0
AS04,AVBL,R,1.0
AS05,AVBL,R,1.0
AS06,AVBL,R,1.0
AS09,AVBL,R,1.0
AS10,AVBL,R,1.0
ASHL,AVBL,Sp,6.0
AVAL,AVBL,R,6.0
AVAL,AVBL,Rp,1.0
AVAR,AVBL,R,5.0
AVAR,AVBL,Rp,2.0
AVAR,AVBL,S,1.0
AQR,AVBL,EJ,1.0
AS07,AVBL,EJ,2.0
AVBR,AVBL,EJ,3.0
DB03,AVBL,EJ,1.0
DB04,AVBL,EJ,1.0
DB05,AVBL,EJ,1.0
DB06,AVBL,EJ,2.0
DB07,AVBL,EJ,2.0
DVA,AVBL,EJ,1.0
RIBL,AVBL,EJ,1.0
RIBR,AVBL,EJ,1.0
RID,AVBL,EJ,1.0
SDQR,AVBL,EJ,1.0
SIBVL,AVBL,EJ,1.0
VB01,AVBL,EJ,1.0
VB02,AVBL,EJ,3.0
VB04,AVBL,EJ,1.0
VB05,AVBL,EJ,1.0
VB06,AVBL,EJ,1.0
VB07,AVBL,EJ,2.0
VB08,AVBL,EJ,7.0
VB09,AVBL,EJ,1.0
VB10,AVBL,EJ,2.0
VB11,AVBL,EJ,2.0
AVBR,AVBL,Rp,1.0
AVBR,AVBL,Sp,1.0
AVDL,AVBL,Rp,1.0
AVDR,AVBL,Rp,2.0
AVDR,AVBL,S,1.0
AVEL,AVBL,R,1.0
AVER,AVBL,Rp,2.0
AVFL,AVBL,Sp,1.0
AVFR,AVBL,Sp,1.0
AVG,AVBL,S,1.0
AVG,AVBL,Sp,1.0
AVHL,AVBL,S,1.0
AVHR,AVBL,Sp,2.0
AVJL,AVBL,Sp,1.0
AVJR,AVBL,S,1.0
AVJR,AVBL,Sp,2.0
AVKL,AVBL,Sp,1.0
AVL,AVBL,R,1.0
AVM,AVBL,Sp,6.0
AWBL,AVBL,S,1.0
DVA,AVBL,Sp,1.0
DVC,AVBL,Sp,1.0
FLPL,AVBL,S,1.0
FLPL,AVBL,Sp,3.0
FLPR,AVBL,Sp,5.0
PVCL,AVBL,Sp,5.0
PVCR,AVBL,S,2.0
PVCR,AVBL,Sp,6.0
PVNR,AVBL,Rp,1.0
PVNR,AVBL,Sp,1.0
PVPL,AVBL,S,2.0
PVPL,AVBL,Sp,3.0
PVPR,AVBL,Sp,4.0
PVQR,AVBL,Sp,1.0
PVR,AVBL,Sp,4.0
RIFL,AVBL,Sp,10.0
RIFR,AVBL,Sp,1.0
RIML,AVBL,Sp,2.0
RIMR,AVBL,Sp,2.0
SDQR,AVBL,S,2.0
SDQR,AVBL,Sp,4.0
URBL,AVBL,S,1.0
URXL,AVBL,Sp,1.0
URXR,AVBL,Sp,1.0
VA02,AVBL,R,1.0
VA07,AVBL,R,1.0
VA10,AVBL,R,1.0
VB02,AVBL,R,1.0
VC03,AVBL,R,1.0
VC04,AVBL,S,1.0
ADAL,AVBR,S,2.0
ADAL,AVBR,Sp,5.0
ADAR,AVBR,Sp,5.0
ADLR,AVBR,S,2.0
AIBR,AVBR,Sp,3.0
AIML,AVBR,Sp,2.0
AQR,AVBR,Sp,4.0
AS01,AVBR,R,1.0
AS03,AVBR,R,1.0
AS04,AVBR,R,1.0
AS05,AVBR,Rp,1.0
AS06,AVBR,R,1.0
AS07,AVBR,Rp,1.0
AS10,AVBR,R,1.0
ASHR,AVBR,Sp,3.0
AVAL,AVBR,R,5.0
AVAL,AVBR,Rp,1.0
AVAL,AVBR,Sp,1.0
AVAR,AVBR,R,5.0
AVAR,AVBR,Rp,2.0
AVBL,AVBR,Rp,1.0
AVBL,AVBR,Sp,1.0
AS06,AVBR,EJ,1.0
AS07,AVBR,EJ,2.0
AVBL,AVBR,EJ,3.0
DB01,AVBR,EJ,3.0
DB02,AVBR,EJ,1.0
DB03,AVBR,EJ,1.0
DB04,AVBR,EJ,1.0
DB05,AVBR,EJ,1.0
DB06,AVBR,EJ,1.0
DB07,AVBR,EJ,1.0
DD01,AVBR,EJ,1.0
DVA,AVBR,EJ,1.0
PVNL,AVBR,EJ,2.0
RIBL,AVBR,EJ,1.0
RIBR,AVBR,EJ,1.0
RID,AVBR,EJ,2.0
SIBVL,AVBR,EJ,1.0
VA08,AVBR,EJ,1.0
VA09,AVBR,EJ,1.0
VB02,AVBR,EJ,1.0
VB03,AVBR,EJ,1.0
VB04,AVBR,EJ,1.0
VB06,AVBR,EJ,2.0
VB07,AVBR,EJ,2.0
VB08,AVBR,EJ,3.0
VB09,AVBR,EJ,6.0
VB10,AVBR,EJ,1.0
VB11,AVBR,EJ,1.0
VD10,AVBR,EJ,1.0
AVFL,AVBR,Sp,2.0
AVFR,AVBR,S,3.0
AVFR,AVBR,Sp,2.0
AVG,AVBR,S,2.0
AVHL,AVBR,Sp,1.0
AVHR,AVBR,Sp,1.0
AVJL,AVBR,Sp,4.0
AVJR,AVBR,Sp,1.0
AVM,AVBR,S,2.0
AVM,AVBR,Sp,4.0
AWBR,AVBR,Sp,2.0
DA05,AVBR,Rp,1.0
FLPL,AVBR,S,1.0
FLPL,AVBR,Sp,4.0
FLPR,AVBR,Sp,1.0
HSNR,AVBR,R,1.0
PVCL,AVBR,S,1.0
PVCL,AVBR,Sp,11.0
PVCR,AVBR,Sp,6.0
PVNL,AVBR,S,1.0
PVNR,AVBR,Sp,2.0
PVPL,AVBR,Sp,6.0
PVPR,AVBR,Sp,5.0
PVR,AVBR,Sp,4.0
RIBL,AVBR,Sp,1.0
RIFL,AVBR,Sp,1.0
RIFR,AVBR,S,3.0
RIFR,AVBR,Sp,14.0
RIML,AVBR,Sp,3.0
RIMR,AVBR,S,1.0
RIMR,AVBR,Sp,4.0
RMGL,AVBR,Sp,2.0
RMGR,AVBR,Sp,1.0
SDQR,AVBR,Sp,4.0
URBR,AVBR,Sp,1.0
URXR,AVBR,Sp,2.0
URYVL,AVBR,Sp,1.0
VA04,AVBR,Rp,1.0
VA09,AVBR,R,1.0
VD03,AVBR,R,1.0
ADAL,AVDL,Sp,1.0
ADLL,AVDL,Sp,1.0
ADLR,AVDL,S,1.0
ADLR,AVDL,Sp,4.0
AIML,AVDL,Sp,1.0
AQR,AVDL,Sp,1.0
AS01,AVDL,R,1.0
AS04,AVDL,Rp,1.0
AS05,AVDL,R,1.0
AS10,AVDL,Rp,1.0
AS11,AVDL,Rp,2.0
ASHL,AVDL,Sp,2.0
ASHR,AVDL,S,1.0
ASHR,AVDL,Sp,4.0
AVAL,AVDL,R,1.0
AVAL,AVDL,Rp,12.0
AVAL,AVDL,S,1.0
AVAR,AVDL,R,2.0
AVAR,AVDL,Rp,17.0
AVAR,AVDL,S,1.0
AVBL,AVDL,Sp,1.0
ADAR,AVDL,EJ,2.0
AVM,AVDL,EJ,2.0
FLPL,AVDL,EJ,1.0
FLPR,AVDL,EJ,1.0
AVDR,AVDL,Sp,2.0
AVHL,AVDL,Sp,1.0
AVJL,AVDL,Sp,1.0
AVJR,AVDL,Sp,1.0
DA01,AVDL,Rp,1.0
DA02,AVDL,R,1.0
DA03,AVDL,R,4.0
DA04,AVDL,R,1.0
DA04,AVDL,Rp,1.0
DA05,AVDL,Rp,1.0
DA08,AVDL,R,1.0
FLPL,AVDL,Sp,6.0
FLPR,AVDL,S,2.0
FLPR,AVDL,Sp,8.0
LUAL,AVDL,Rp,1.0
LUAL,AVDL,Sp,4.0
LUAR,AVDL,Sp,1.0
PHBL,AVDL,Sp,1.0
PHBR,AVDL,Sp,1.0
PLMR,AVDL,S,1.0
PQR,AVDL,Sp,7.0
PVCL,AVDL,Rp,1.0
PVCL,AVDL,Sp,5.0
PVCR,AVDL,Sp,5.0
PVNL,AVDL,Sp,3.0
RMGR,AVDL,Sp,1.0
SABD,AVDL,R,1.0
SABD,AVDL,Rp,1.0
SABVL,AVDL,Rp,1.0
SABVR,AVDL,Rp,1.0
VA04,AVDL,S,1.0
VA05,AVDL,R,1.0
VA05,AVDL,Rp,1.0
ADER,AVDR,Sp,2.0
ADLL,AVDR,Sp,4.0
ADLR,AVDR,Sp,2.0
AIML,AVDR,Sp,1.0
AIMR,AVDR,Sp,1.0
ALML,AVDR,Sp,1.0
AQR,AVDR,Sp,1.0
AS05,AVDR,R,1.0
AS10,AVDR,R,1.0
ASHL,AVDR,S,2.0
ASHL,AVDR,Sp,2.0
ASHR,AVDR,Sp,1.0
AUAL,AVDR,Sp,1.0
AVAL,AVDR,R,3.0
AVAL,AVDR,Rp,13.0
AVAR,AVDR,R,1.0
AVAR,AVDR,Rp,14.0
AVAR,AVDR,Sp,2.0
AVBL,AVDR,R,1.0
AVBL,AVDR,Sp,2.0
AVDL,AVDR,Rp,2.0
ADAL,AVDR,EJ,2.0
ADLL,AVDR,EJ,1.0
AVJL,AVDR,EJ,2.0
FLPR,AVDR,EJ,1.0
AVER,AVDR,Sp,1.0
AVG,AVDR,S,1.0
